posted_date,candidate,est_followers,message,observation,likes,comments,shares,media,type,link,collection_date,language
10/29/2024,harris,5600000,"This race is going to be extremely close, and we need to keep up the fight every day between now and Election Day on November 5.
When we fight, we win. Join us: go.kamalaharris.com",video of Jen O'Malley,1867,1119,336,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Vegas: When we vote, we win. 
IWillVote.com",video of Las Vegas sphere with Harris and Walz messages,6083,2072,2409,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Black men deserve a president who supports their aspirations and ambitions, with a genuine commitment to lift up the community. 
I will be that president. Donald Trump has a long history proving that he would not.
",video of charlamagne,2514,1531,255,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Small businesses are the backbone of America’s economy. 
My opportunity economy agenda will increase capital for minority-owned small businesses to help aspiring entrepreneurs start their businesses and strengthen our communities.",video of the breakfast club,1927,1057,162,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"I chose to put Lady Justice on my vice presidential chllenge coi. For the people, always.",reels video with Puerto Rican activist in PA,2400,858,244,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Let us agree: The government, and especially Donald Trump, should not be telling women what to do with their bodies.",video of former republican explaining why trump is not a good choice,2740,1156,314,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,You know what to do.,video of harris and celebrity,3527,1655,271,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"America, it is time to turn the page on Donald Trump and chart a new way forward. 
I made a promise to the people of our country: I will fight for you, regardless of who you vote for, and be a president for all Americans. Here is my closing argument—watch now. 
For ASL feed, please tune in here: https://us06web.zoom.us/j/86132254757",video feed of rally,11726,21423,3100,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,This election is more than just a choice between two parties and two candidates. It is a choice between a country rooted in freedom for every American - or ruled by chaos and division.,image,3896,1397,272,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Donald Trump has spent a decade trying to keep people divided and afraid of each other. That is who he is.
But America, I am here to say: That’s not who we are.",video of harris on podium at rally,5922,2660,1061,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Good evening, America.",video clip of harris rally ,5915,2166,505,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"I believe in the fundamental freedom of Americans to make decisions about their own bodies. 
I will fight to restore what Donald Trump and his hand-selected Supreme Court justices took away from the women of America.",video clip of rally,3523,1608,423,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"I will always honor—and never denigrate—the service and sacrifice of our troops and their families. And as president, I will fulfill our sacred obligation to care for them.",video clip of rally,3750,1771,398,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"I love this country with all my heart. 
And I believe in its promise—because I’ve lived it.",video clip of rally,5143,2968,574,yes,video,,3/28/2025,en
10/29/2024,harris,5600000,"Those who came before us did not struggle, sacrifice, and lay down their lives only to see us cede our fundamental freedoms.
On November 5, we each have the power to turn the page.",video clip of rally,4748,3111,1123,yes,video,,3/28/2025,en
10/30/2024,harris,5600000,Six days to go until Election Day ,image,4085,2960,205,yes,image,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"We have an opportunity to end the divisiveness that has characterized our politics for a decade because of Donald Trump.
On November 5, we will turn the page on Trump’s tired playbook and chart a new way forward for our country: ",image with I will vote ,1901,1410,133,yes,image,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,no text,announcement of rally,1734,662,,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,no text,announcment of rally,2012,1037,,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,"As President of the United States, I will always fight for all the American people. 
Together, we will build a brighter future for our nation. ",image,1904,974,91,yes,image,go.kamalaharris.com,5/14/2025,en
10/30/2024,harris,5600000,"When I sit in the Oval Office, I will be checking off my to-do list working for you, the American people.
Send Donald Trump to the Oval Office, and he will get to work plotting revenge on his enemies list.",image,5890,3097,236,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,"I have spent my life fighting for people who have been hurt or counted out.
And I will never stop believing that, in our country, anything is possible.",image,8633,2561,376,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,no text,announcement of rally,1559,619,,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,"Housing costs are too high. When I am president, we will end America’s housing shortage by building 3 million affordable new homes and rentals.
",image,3979,2226,184,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,"We love our country—and we are fighting for the future. 
IWillVote.com",photos of rally,5240,1481,324,yes,image,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"Unlike Donald Trump, I don't believe people who disagree with me are the enemy.
He wants to put them in jail. I'll give them a seat at my table.",image,14085,5044,1174,yes,image,,5/14/2025,en
10/30/2024,harris,5600000,"Donald Trump plans to:
–Give billionaires and corporations massive tax cuts
–Cut Social Security and Medicare
–Get rid of the $35 cap on insulin for seniors
–Let companies deny overtime pay for workers
–Impose a Trump Sales Tax (costing the average American $4,000 more a year)
",no media,2595,1678,238,no,na,,5/14/2025,en
10/30/2024,harris,5600000,"Pennsylvania, you hold the key to this election. Let’s unlock the next great chapter of our American story—together.",photos of Harris in a baber shop,4829,2047,258,yes,photo,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"Michigan, you know what to do: Go Blue! 
IWillVote.com",photos of rally with celebrity,6028,1403,262,yes,photo,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"This election is more than just a choice between two parties and two different candidates. It is a choice between a country rooted in freedom for every American or one ruled by chaos and division.
We choose freedom.",photos of rally,3707,1225,402,yes,photo,,5/14/2025,en
10/30/2024,harris,5600000,Unions make our country stronger.,photos with union members,3247,893,225,yes,photo,,5/14/2025,en
10/30/2024,harris,5600000,"Donald Trump’s abortion bans have created a health care crisis.  
I trust women to make decisions about their own bodies.",bw photo of harris on airplane stairs,8386,3520,515,yes,photo,,5/14/2025,en
10/30/2024,harris,5600000,"Young, old, first-time voter, lifelong advocate—your voice matters. Let’s create a future that reflects our hopes and ambitions. 
IWillVote.com",photos of rally that say: when we vote we win,3611,1286,335,yes,photo,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"Wisconsin, each person has the power to weigh in on this election. 
Remember: Your vote is your voice. And your voice is your power in a democracy. Make sure to use it. 
IWillVote.com
",photos of rally,4104,1276,265,yes,photo,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"Here’s what I promise you: If you give me the chance to fight on your behalf, there is nothing in the world that will stand in my way.",video clip of rally,3191,1680,487,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"When I am president, we will stop treating immigration as an issue to scare up votes in an election, and start treating it as a serious challenge that we must finally come together to solve.",video clip of rally,4060,2597,519,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"On November 5, you have the power.
Let us turn the page and start writing the next chapter in the most extraordinary story ever told.",campaign ad,2804,1120,901,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"In less than a week, our votes will shape the future of America. 
Tune in to hear my speech in Raleigh, North Carolina.
For ASL feed, please tune in here: https://us06web.zoom.us/j/84343469940",video feed of rally,5173,4010,641,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"We have an opportunity to turn the page on a decade of Donald Trump trying to keep us divided and afraid of each other. 
America, that is not who we are. It is time for a new generation of leadership.",video clip of rally,3172,1714,353,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"Listen to Maggie Rogers and Tim Walz: Make your plan to vote!
Let’s win this thing. IWillVote.com",video with waltz and celebrity,3327,1502,267,yes,video,IWillVote.com.,5/14/2025,en
10/30/2024,harris,5600000,"Women in states across our country have had their rights and protections stripped away because of Donald Trump. They deserve to make their own decisions, especially on issues of heart and home.
I’m in this fight for women and families like my friend, Michon, and her daughter.",campaign ad,2407,1273,284,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"Today I am rallying voters in Harrisburg, PA. Tune in. 
For ASL feed, please tune in here: https://us06web.zoom.us/j/86025790405",video feed of rally,4799,3947,436,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"Surround yourself with people who know that you are bright, you are smart, and you are a leader.",video of harris talking with kids,4157,1637,403,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"Pennsylvania, this is your reminder to return your mail ballot and make sure your voice is heard.",video clip of rally,2710,1198,288,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"I am back in Madison to remind Americans to make their voices heard on Election Day. Special Musical Guests Gracie Abrams, Mumford & Sons, Remi Wolf, and The National's Matt Berninger + Aaron Dessner. Watch now.
For ASL feed, please tune in here: https://us06web.zoom.us/j/87411751600",video feed of rally,7310,10398,973,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"When my mother was diagnosed with cancer, I took care of her. I cooked her meals and found little things that put a smile on her face. It was about love and dignity. 
Here’s how, as president, I will ensure more of our seniors can live life with dignity:",campaign ad,3719,1645,506,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,"If Donald Trump gets rid of the Affordable Care Act, it would throw millions of Americans off of their health insurance and take us back to when insurance companies could deny people with preexisting conditions.
",video clip of rally,3151,2064,453,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,It is good to be in Madison,reels video of rally,4400,2200,567,yes,video,,5/14/2025,en
10/30/2024,harris,5600000,Donald Trump thinks he should get to make decisions about what you do with your body. Whether you like it or not.,reels video,4800,6100,1500,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"5 days until Election Day—there’s still time to make your voice heard.
I’m asking you to remind your neighbors and friends to make a plan to vote. IWillVote.com",image,3149,1683,174,yes,image,,5/14/2025,en
10/31/2024,harris,5600000,"We believe in the promise of America—and we will vote for it. 
IWillVote.com",image,2767,1346,233,yes,image,,5/14/2025,en
10/31/2024,harris,5600000,"I'm honored you brought your rings out for me, Badgers!",video of harris with athletes,2380,602,196,yes,image,,5/14/2025,en
10/31/2024,harris,5600000,"Donald Trump insults Latinos, scapegoats immigrants, and if elected, he will bring back family separation policies on a much greater scale than last time.
It is time then to turn the page on Donald Trump.",image,9438,5272,1704,yes,image,,5/14/2025,en
10/31/2024,harris,5600000,"Let’s talk about the dignity of retirement.
Social Security, Medicare, and pensions are benefits that retirees have earned. I will always fight to protect them from Donald Trump and Republican extremists who want to cut them.",image ,8192,2881,1785,yes,image,,5/14/2025,en
10/31/2024,harris,5600000,"I am not looking to score political points. I am looking to make progress.
That is what real leaders do.",image,23627,6571,824,yes,image,,5/14/2025,en
10/31/2024,harris,5600000,"One of my main priorities is to bring down the cost of living for Americans. 
As president, I will fight for working families by raising the minimum wage and eliminating taxes on tips for service and hospitality workers.",just text,3954,1852,224,no,na,,5/14/2025,en
10/31/2024,harris,5600000,"This is our moment. Together, we will chart a new way forward. 
Make a plan to vote early or on November 5. IWillVote.com",image 5 days ,3320,1972,469,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"We are putting working families first. I will not raise taxes on anyone making less than $400,000 a year.",photo,5901,2375,1003,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"If you stand for country, democracy, and the rule of law, our campaign has a place for you.",photo of Harris air force 2,5343,1896,382,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"I will always put the middle class and working families first. 
I come from the middle class and will never forget where I came from.",family photo of harris when little,20810,4159,882,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,no text,announcment of rally,1483,674,,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"Right now, Donald Trump and his extremist allies are outspending us in must-win battleground states. 
That is why your contribution today is so important. 
Help us turn the page on his same old, tired playbook:",fundraising request,1798,881,108,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,Phoenix—join us today.,announcement of rally,1633,549,67,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"Anyone who has called for the “termination” of the Constitution must never again stand behind the seal of the President of the United States.
If you agree—no matter who you voted for last time, there is a place for you in our campaign.
Join us: go.kamalaharris.com/act",photo,1872,820,100,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,no text,announcment of rally,1631,596,,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"Philadelphia, this election is in your hands. 
Let’s make sure we get out there and fight for it.  
go.kamalaharris.com/act",photo of harris in rally,3429,1113,222,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"On November 5, we will vote with joy.
IWillVote.com",image with rally goers,4688,1383,354,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"Las Vegas.
Tonight.",announcement of rally,2149,989,100,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,no text,announcement of rally,1737,1009,,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,Milwaukee: Join us tomorrow.,announcement of rally,1664,652,143,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"This is not who we are. Donald Trump stood at this very spot nearly four year ago and sent an armed mob to the U.S. Capitol to overturn a free and fair election. That is who he is. But Ameria, I am here to say: That is not who we are.",photos of harris behind podium,8676,3647,1186,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,The contrast is clear. Donald Trump would have an enemies list. I will have a to-do list.,photos,5941,2710,359,yes,photo,,5/14/2025,en
10/31/2024,harris,5600000,"Are you ready to make your voices heard?
IWillVote.com",campaign ad,3104,1503,732,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"To all of the women and families who have shared their stories, born out of tragedy and pain, so that others won't have to experience the same: 
As president, I will restore reproductive freedom and carry your stories with me in this fight. 
Thank you for your extraordinary courage, selflessness, and strength.",video of harris talking with a crowd,2097,860,171,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"Tonight, we join more than 1 billion people across America and around the world lighting diyas and celebrating the fight for good over evil, knowledge over ignorance, and light over darkness.
Happy Diwali to everyone celebrating the Festival of Lights!",from VP Harris's FB account,9917,2066,922,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"I’m fighting for a future where everyone matters and everyone is included. 
Join me in Phoenix, Arizona to speak with voters to make their voices heard this election. With special musical guest, Los Tigres Del Norte.
For ASL feed, please tune in here: https://us06web.zoom.us/j/85207380703",video feed of rally,5458,4847,650,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"Did you hear what Donald Trump said yesterday? That he will do what he wants, “whether the women like it or not.” 
Listen to people when they tell you who they are.",clips of rally,7227,5317,1259,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"Tune in to my speech in Reno, NV as I rally voters to choose a new way forward for America in this election.
For ASL feed, please tune in here: https://us06web.zoom.us/j/85207380703",video feed of rally,4468,4758,640,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"You have the power to decide what kind of country we live in with your vote and your voice.
I am in Las Vegas, Nevada to speak about what is at stake in this election. Guest speaker, Jennifer Lopez and musical guest, Maná. Tune in.
For ASL feed, please tune in here: https://us06web.zoom.us/j/86817538004",video feed of rally,5493,6717,851,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,"Trump Abortion Bans have had devastating consequences for women across America.
Donald Trump is the architect of this health care crisis. If elected, he will go even further to ban abortion nationwide and strip away reproductive freedom in all 50 states.",campaign ad,3606,3071,569,yes,video,,5/14/2025,en
10/31/2024,harris,5600000,No. Trump announces he wants to put RFK Jr. in charge of women's health,reels from Kamala Harris instagram account,2900,2000,384,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"4 days.
There is so much at stake in this election, and I know we are up to the challenge.
Make a plan to vote at IWillVote.com.",image,4099,1946,194,yes,image,,5/14/2025,en
11/01/2024,harris,5600000,"Donald Trump pretends to understand workers and the battles they face every day.
Let’s not fall for the okey-doke: He was handed $400 million on a silver platter.",image,4817,2940,211,yes,image,,5/14/2025,en
11/01/2024,harris,5600000,"Today, more than 1 in 3 women live in a state with a Trump Abortion Ban. But he won’t stop there.
Trump’s Project 2025 Agenda would ban abortion nationwide, restrict access to birth control, put IVF treatments at risk, and force states to monitor women's pregnancies.",image,5065,4464,1690,yes,image,,5/14/2025,en
11/01/2024,harris,5600000,"When we win, we will continue to fight to expand the freedom to organize by passing the PRO Act and put an end to union busting once and for all.",image,3612,1181,140,yes,image,,5/14/2025,en
11/01/2024,harris,5600000,"Donald Trump tried to cut Medicare and Social Security every year he was president.
I believe that when people have worked hard their entire life, they deserve to retire with the benefits they have earned.",image,9116,4449,3205,yes,image,,5/14/2025,en
11/01/2024,harris,5600000,"We know who Donald Trump would target during his second term:
–Journalists whose stories he doesn’t like
–Election officials who refuse to cheat by finding extra votes for him
–Judges who insist on following the law instead of bending to his will",no media,3975,3012,232,no,na,,5/14/2025,en
11/01/2024,harris,5600000,"Election Day is in four days. 
Don't wait—make a plan to vote. We are in this together. IWillVote.com",photo,4754,1887,532,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"I am not afraid of tough fights against bad actors and powerful interests. 
Because I have won. 
For decades as a prosecutor and as the top law enforcement officer of our biggest state, I won fights against big banks that ripped off homeowners. Against for-profit colleges that scammed veterans and students. Against cartels that trafficked in guns, drugs, and human beings. And against predators who abused women and children. 
I did this work because for as long as I can remember, I have always had an instinct to protect. 
There’s just something about people being treated unfairly, or overlooked, that’s always gotten under my skin. 
It is what my mother instilled in me—a drive to hold accountable those who use their wealth or power to take advantage of people. To protect hard-working Americans who aren’t always seen or heard and deserve a voice. 
That is the kind of president I will be.",photo of rally,4972,2213,380,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,Charlotte: See you tomorrow.,announcement of rally,2323,963,165,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"It is time for a new generation of leadership. In less of 90 days, either Donald Trump or I will be in the Oval Office. On day one, Donald Trump would walk into that office with an enemies list. When elected, I will in with a to-do list full of priorities of what I will get done for the American people.",photo,6865,2304,899,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"We have hard work ahead of us, but we know hard work is good work. 
With your help this November, we will win: ",photo,2132,1053,156,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"I love our country with all my heart, and I believe in its promise because I've lived it. The United States of America is the greatest idea of humanity ever devised. A nation big enough to encompass all our dreams, strong enough to withstand any fracture or fissure between us and fearless enough to imagine a future of possibilities. ",photo,5403,1656,576,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"I love this country with all my heart.
And I believe in its promise—because I’ve lived it.
I grew up as a child of the Civil Rights Movement. My parents would take me to marches when I was a toddler, where crowds of people of all races, faiths, and walks of life came together for freedom and opportunity.
I’ve lived the promise of America.
I saw how hard my mother worked to give her daughters the same chances this country gave her. I was blessed to have family by blood and family by love who instilled in me the values of community, compassion, and faith that have always defined our nation at our best.
I’ve lived the promise of America. 
I’ve spent my life fighting for people who have been overlooked, but who still believe that in this country, we should all be equal in the eyes of the law.
I’ve lived the promise of America—and I see the promise of America in all of you.
In the young people voting for the first time, who are determined to live free from gun violence, protect our planet, and shape the world they inherit. In the women who refuse to accept a future without reproductive freedom and the men who support them. In Republicans who have never voted for a Democrat before but put the Constitution of the United States over party.
In Americans, different in many respects, but united by love of freedom, a belief in fairness and decency, and faith in a better future. 
That is why I’m in this race, America.",family photo of harris when little,6612,2030,466,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,no text,announcement of rally,1920,723,,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"I am committed to being a president for all Americans. 
We have so much more in common than what separates us.",photo of harris on podium,5529,2056,406,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"See you soon, Atlanta.",announcement of rally,1841,878,125,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,no text,announcement of rally,1630,1125,,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,no text,announcement of rally,1882,606,,yes,photo,,5/14/2025,en
11/01/2024,harris,5600000,"Thank you, Nevada—and thank you, Jennifer Lopez.",video clip of Harris rally,10374,4619,1047,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"When we fight, we win. 
And we need you in this fight with us. Become a volunteer in our final weekend of this campaign: go.kamalaharris.com/act",campaign ad,3199,1514,453,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"I see the promise of America in our children.
Let us fight for this beautiful country we love—for them.",campaign ad,4026,1727,542,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"I visited a Philly barber shop for a conversation about all that’s at stake in this election—especially for Black men. 
Watch our full conversation: kamalaharris.link/barbershop",campaign ad,2623,1361,318,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"I am fighting for a future where every American has the opportunity to thrive.
Tune in to hear my speech in Janesville, Wisconsin.
For ASL feed, please tune in here: https://us06web.zoom.us/j/81862792917",video feed of rally,4196,3614,466,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"Listen to Jennifer Lopez: Your vote is your voice. 
Let’s get loud. IWillVote.com",video of harris and jlo,8893,3125,1593,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,Donald Trump has been a union buster his entire career.,clip of rally video,3180,1549,329,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"Wisconsin—there are only 4 more days to get out and make your voice heard in this election. Join me in Little Chute for a community rally. 
For ASL feed, please tune in here: https://us06web.zoom.us/j/85397468833",video feed of rally,4361,3425,479,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"Homeownership is out of reach for too many Americans. 
I will cut housing costs by working with the private sector to cut red tape and build 3 million homes, providing first-time homebuyers $25,000 in down payment assistance, and cracking down on corporate landlords.",campaign ad,2661,1576,305,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,Congratulations Los Angeles Dodgers!,video congratulating world series champion,5392,1502,418,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"Wisconsin, thank you for making your voices heard.
Join them: IWillVote.com",clip of video rally,3358,1482,281,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"This election is too important to sit on the sidelines.
I'm in Milwaukee, Wisconsin getting voters fired up. Guest speakers Cardi B and Keegan-Michael Key, featuring performances by Flo Milli, GloRilla, and MC Lyte. Tune in.",video feed of rally,5640,6721,722,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"I'm asking for your vote, and here is my pledge to you:",video feed of rally,4292,2381,512,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"Thank you, Adrien and Cardi B, for joining me in Milwaukee.",clips of rally,6926,2753,548,yes,video,,5/14/2025,en
11/01/2024,harris,5600000,"It's either Donald Trump walking into the Oval Office with his enemies list, or me with my to-do list. And I'm a hard worker.",clips of rally,4313,2648,432,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"Three days until Election Day.
Now is the time to check—do you know where your polling place is? Go to IWillVote.com to find out.",image,6042,2539,620,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,"Donald Trump’s stance on reproductive freedom is clear.
He’s “proud” of overturning Roe v. Wade. And if given the chance, he will ban abortion nationwide.
We cannot let him win.",image,6874,3872,1135,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,People say Donald Trump is a great businessman but just look at his record: He was handed $400 million on a silver platter and filed for bankruptcy six times.,image,11216,5174,1997,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,"I will cut taxes for more than 100 million Americans to support working and middle-class families.
I come from the middle class, and I will never forget where I come from.",image,2929,1359,308,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,"I was attorney general of a border state. Strengthening our border is not new to me. 
As president, I will sign the bipartisan border security bill that will add 1,500 border agents, stem the flow of fentanyl, and secure our border.",image,2835,1465,303,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,"When Congress passes a law to restore reproductive freedom, as president, I will proudly sign it into law.",image,6735,3501,666,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,"We know having a child is expensive.
As president, I will expand the Child Tax Credit to $6,000 for the first year of a child's life—helping families buy things like a car seat, clothes, or crib.",image,3420,1709,633,yes,image,,5/14/2025,en
11/02/2024,harris,5600000,"My economic plan taps into the aspirations of the American people. 
We will bring down the cost of housing by building three million new homes and giving first-time home buyers $25,000 in down payment assistance so they can get their foot in the door.",just text,3207,1704,151,no,na,,5/14/2025,en
11/02/2024,harris,5600000,I will be a president for all Americans.,photo of harris with US flag behind her,27559,5898,1762,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"I pledge to be a president for all Americans. Let's get to work and not be afraid of having a little joy. 
go.kamalaharris.com/act",photo harris and waltz in a rally,7194,2463,654,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"Three days—your voice matters, and your vote can make a difference. IWillVote.com",photo harris and waltz in a rally,6104,1898,691,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,no text,announcement of rally,2052,588,,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"Barack and Michelle: Your friendship, and your faith in our campaign, means the world.",photos with B and M Obama,5864,1428,337,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,no text,announcement of rally,1954,1014,,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"3 days until Election Day. 
With all of you on our side, we are fighting for the promise of America.
",photo of waltz and harris at rally,7087,2201,493,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"I love you, Georgia.",photo of harris on stage ,30236,3636,1078,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"As president, when Congress passes a law to restore reproductive freedoms, I will sign it into law.",photo harris podium,5393,1914,332,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"Together, we will chart a new way forward.",photos of harris with some quotes,3939,1485,235,yes,photo,,5/14/2025,en
11/02/2024,harris,5600000,"Our nation’s housing supply is too low, and your rent is too high. 
My plan will fix it. I’ll work to cut red tape to build more homes and crack down on corporate landlords.",campaign ad,5212,2698,695,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"Mark, thanks for getting out the vote for your Auntie Kamala.",video wiht a a kid,5241,1485,336,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"I will be a president for all Americans. 
Together, we win: go.kamalaharris.com/act",campaign ad,3486,1603,769,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"There's still time to make a plan to vote. Thank you for your support and for spreading the word, Cardi B.",video Cardi B and Harris,3956,1713,467,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"With your help, we will win the fight for the promise of America.
I am in Atlanta, Georgia for a When We Vote, We Win Rally
For ASL feed, please tune in here: https://us06web.zoom.us/j/82468413472",video feed of rally,6025,5760,826,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"I’m asking for your vote because as president, I will get up every day and fight for the American people.",campaign ad,4666,1871,1275,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"Your vote is your voice, and your voice is your power.
I am in Charlotte, North Carolina for a When We Vote, We Win Rally with special guest speaker Kerry Washington. Performances by Brittney Spencer, Jon Bon Jovi, Khalid, and The War and Treaty.",video feed of rally,5428,7305,816,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"Atlanta, we are the promise of America. 
Let's get out there and vote.",video clip of rally,3885,1544,409,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,To-do list vs. enemies list - there is a clear contrast in this race,reels video,2396,1180,351,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"Michigan, let’s get out and vote for a brighter future: IWillVote.com",campaign ad,2631,1052,247,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"I trust the women of America to make decisions about their own bodies.  
Trump does not.",campaign ad,3301,2033,569,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"We can turn the page on a decade of Donald Trump trying to keep us divided and afraid of each other. 
That's not who we are, and we're done with it.",clip of rally video,5246,2831,666,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"Harrisburg, keep up the energy and enthusiasm all the way to the ballot box. 
Let’s win this thing, Pennsylvania.",clip of rally video,4170,1932,452,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,Trump is unhinged.,campaign ad,3644,2898,576,yes,video,,5/14/2025,en
11/02/2024,harris,5600000,"For the people, always",reels video of harris walz rally,5100,1800,670,yes,video,,5/14/2025,en
